,Low,High,Open,Close,Volume
2017-11-19 00:00:00+00:00,344.01,374.69,346.6,354.59,42880.420361251476
2017-11-20 00:00:00+00:00,354.24,373.73,354.24,368.24,37764.20875915024
2017-11-21 00:00:00+00:00,350.5,372.99,368.25,361.51,40613.92224952908
2017-11-22 00:00:00+00:00,361.0,382.91,361.51,381.73,37167.677260101016
2017-11-23 00:00:00+00:00,376.04,426.82,381.74,406.6,73170.5666924895
2017-11-24 00:00:00+00:00,401.0,479.85,405.99,470.98,83081.97126984171
2017-11-25 00:00:00+00:00,457.0,487.98,470.98,466.77,50759.92662961999
2017-11-26 00:00:00+00:00,451.89,477.65,466.77,473.99,33893.133861969676
2017-11-27 00:00:00+00:00,462.11,492.9,473.99,477.53,52423.42192752099
2017-11-28 00:00:00+00:00,463.6,482.49,477.54,468.52,49542.506156169366
2017-11-29 00:00:00+00:00,402.11,518.13,468.52,434.01,89201.45641852941
2017-11-30 00:00:00+00:00,401.5,469.99,434.01,434.0,70068.03456892162
2017-12-01 00:00:00+00:00,421.65,467.76,434.0,463.82,54542.57990441985
2017-12-02 00:00:00+00:00,451.25,474.96,463.82,460.34,37119.80338221959
2017-12-03 00:00:00+00:00,450.0,483.36,460.35,465.0,37702.51248752896
2017-12-04 00:00:00+00:00,449.41,472.98,465.0,468.22,41884.53574871912
2017-12-05 00:00:00+00:00,452.58,470.0,468.22,457.29,42527.14249363141
